id,Annotated tweet,,classification,,
1728,"Polls say <e>Obama</e> <a>won</a> the debate. Oh, time for Republicans to cry polls biased again. Course when polls said Romney won 1st, polls were fine.",,_TEST_,,
1729,<e>Romney</e> MUST <a>lose.</a> But that's just ONE move. Don't get me twisted. Rage Against The Machine - Testify Music Video: http://t.co/E7L2Z2BK,,_TEST_,,
1730,<e>Romney</e> is <a>rude</a> though... #stopinterrupting,,_TEST_,,
1731,<e>Romney</e> was <a>lying</a> about his binder full of women.  Fact-checked here: http://t.co/gTdOPp8h,,_TEST_,,
1732,"First the announcement of BEYONCE doing the Superbowl half time show, then Mr. <e>President</e> <a>spanks</a> Romney's ass...& its just Tuesday, damn.",,_TEST_,,
1733,"@realDonaldTrump: Obama better than last time, but again, <e>@MittRomney</e> <a>wins.</a> Good night. #debate His old ass can go eat a dick",,_TEST_,,
1734,@EroniousJones I'm not attacking. I'm just proving you <a>wrong</a> like <e>Romney</e> did to Obama twice now.,,_TEST_,,
1735,AND I think <e>Romney</e> is really messing up with <a>women</a> voters with some of the comments he made. Not to mention he lacks specifics #cnndebate,,_TEST_,,
1736,"<e>Romney</e> needs to <a>confirm</a> with Romney to understand what the fuck Romney is saying. Make sense? NO, and neither does he.",,_TEST_,,
1737,That's how Mormons get down LOL RT @Esquiremoore: Where can I find a binder full of <a>women?</a> Mitt <e>Romney</e> knows.  LOL!,,_TEST_,,
1738,"My Timeline: Obama. obama. <e>OBAMA.</e> <a>Fuck</a> Romney. Obama, Obama, OBAMA... And Some Hoe Talkin Bout How She Lonely!",,_TEST_,,
1739,Photo: reagan-was-a-horrible-president: Mitt <e>Romney</e> started out the debate <a>lying</a> about Pell Grants and... http://t.co/Vj5uaGEU,,_TEST_,,
1740,I wonder if <e>Romney</e> has my name in his binder full of <a>women?</a>,,_TEST_,,
1741,"<e>Fuck</e> Mitt <a>Romney,</a> mormon faggot piece of shit RT @altamirano29: Mitt",,_TEST_,,
1742,@MittRomney @barackobama @joebiden tonight's debate showed who does have a plan being #Obama & U <e>#Romney</e> had <a>lies</a> so no I won't support U,,_TEST_,,
1743,No Food .. <e>Romney's</e> <a>Fault</a> .,,_TEST_,,
1744,"only one great winner tonite, PROF. OBAMA. <e>Romney</e> snubbed single <a>parenthood.</a> He just does not get it.",,_TEST_,,
1745,#CNNdebateCNN you need a calculator too! It was 100% obvious that <e>Obama</e> <a>won</a> tonight's debate at 100%! Expose Romney's teary eyes!!!,,_TEST_,,
1746,<e>Romney</e> debate <a>performance</a> was bad so thinking of bringing Bush out of mothballs! Decide to send Ryan to Krispie Kreme to fill in donut holes,,_TEST_,,
1747,"@BobMcDonnell -Clear choice is <e>Romney</e> who has his <a>values,</a> but not a shred of <a>moral</a> decency. I'm voting 4 the real deal: President Obama.",,_TEST_,,
1748,"<e>""Romney</e> can't even name three Ramen noodle flavors. He don't know the <a>struggle.""</a> http://t.co/dpbOoCx5",,_TEST_,,
1749,"<a>Question:</a> ""What color is the sky?"" <e>Romney:</e> ""I've seen the sky all my life, I owned it. I saw Jesus, Obama never saw jesus."" NIGGA, SAY BLUE.",,_TEST_,,
1750,@hessicawithaj <e>Obama</e> <a>killed</a> Romney in this debate. Did you watch it?,,_TEST_,,
1751,"<e>Romney</e> said""borrow <a>money</a> from your parents for college"" that just shows Romney thinks we all have money to throw around like its nothing .",,_TEST_,,
1752,"I <e>won't</e> <a>vote</a> for Obama for certain reasons, I won't vote for <a>Romney</a> for certain reasons. Therefore during the election ill be drunk. #cheers",,_TEST_,,
1753,@Jmaleee's existence. <e>Romney's</e> <a>fault.</a>,,_TEST_,,
1754,<e>Obama</e> Goes on <a>Attack</a> Against Romney in Debate Rematch: U.S. President Barack Obama and Republican rival Mitt Rom... http://t.co/IdEutA9v,,_TEST_,,
1755, VIDEO: <e>MITT ROMNEY</e> <a>BROKEN PROMISES</a>: A LOOK at <e>Romney</e>'s #Massachusetts RECORD http://t.co/GfUQUmHM @stefcutter,,_TEST_,,
1756, <e>Mitt Romney</e> is a businessman who has created many <a>jobs</a> in China and elsewhere for <a>profit</a>. #FightForJobs in the USA #Sensata,,_TEST_,,
1757, @Morning_Joe I would think the <a>lies</a> <e>Ryan</e> & <e>Romney</e> tell would be more insulting,,_TEST_,,
1758, 30 <e>Romney</e> <a>Lies</a> Nailed in Video http://t.co/TSqMh7IC,,_TEST_,,
1759," <e>Mitt Romney</e>'s plan for a ""<a>middle class tax cut</a>"" would provide zero benefits to 73.9 percent of the middle class.[ThinkProgress",,_TEST_,,
1760, <a>War</a> on the streets if <e>Romney</e> <a>wins</a> http://t.co/DgyqQzXJ,,_TEST_,,
1761, <e>Romney</e> = <a>financial manipulator</a>,,_TEST_,,
1762, @gotpolitics …I seriously doubt that <e>Romney</e> has <a>changed</a> many female minds...,,_TEST_,,
1763, <e>Romney</e>'s <a>Latest Health Care Quote</a> Is A Reminder Of How Little He Understands The Rest Of America. | The New Republic http://t.co/LtD7173L,,_TEST_,,
1764, Mr. <e>Romney</e> Needs a Working Calculator http://t.co/EGHmhC3w,,_TEST_,,
1765, A <e>Romney</e>-<e>Ryan</e> victory could result in the <a>recriminalization of abortion</a> in much of America: http://t.co/VL3WAySI,,_TEST_,,
1766, I'm not <a>voting</a> for Shit <e>Romney</e>,,_TEST_,,
1767," Since <e>Romney</e>'s <a>tax plan</a> is ""mathematically impossible""",,_TEST_,,
1768, I'm clearly gonna have to delete those <e>Romney</e> tweets. I only want to spread <a>true bad things </a>about him,,_TEST_,,
1769, The only thing <e>Romney</e> ever created is <a>chaos and joblessness</a> for Americans. His <a>health care</a> in Mass was <e>Kennedy</e>'s doing. He did create <a>debt</a>.,,_TEST_,,
1770, <e>Mitt Romney</e>'s 'new math' for <a>jobs plan</a> doesn't add up:http://t.co/YKQrzACL,,_TEST_,,
1771, Unmasking <e>Mitt Romney</e> as an <a>economic sham</a> - Washington Post (blog) http://t.co/CYiy6E91,,_TEST_,,
1772, Hopeless loser <e>Romney</e> now <a>running</a> even among women in swing states,,_TEST_,,
1773,I had a nightmare that <e>Mitt Romney</e> won the <a>election</a>. That shit was not pretty.,,_TEST_,,
1774, @auntmaryg @dailykos #<e>Romney</e> I see his smile is fake,,_TEST_,,
1775, <e>Economists</e> believe <e>Romney</e>'s <a>economic plan</a> will take US into recession; at best +87K jobs,,_TEST_,,
1776, <e>Romney</e> would <a>claim</a> some lie tonight,,_TEST_,,
1777, From the new http://t.co/sPq6J46O: Basis for <e>Romney</e>'s <a>tax plan</a> questioned http://t.co/5GCWDy6Q #cnn,,_TEST_,,
1778, <e>Romney</e> <a>Learning</a> How To Pretend To Be Human http://t.co/oCQBXJcF,,_TEST_,,
1779, I find it astounding that so many are willing and ready to <a>vote</a> for <e>Romney</e>. Are ppl gullible or just profoundly stupid?,,_TEST_,,
1780,You know I've been thinking. Why is anybody <a>voting</a> for <e>Romney</e>? Like <e>he</e> has yet to say his plan that will HELP the <a>economy</a>. #confused,,_TEST_,,
1781, 2nd Presidential Debate tonight. Lets see if <e>Mitt Romney</e> <a>say</a> something stupid again,,_TEST_,,
1782, <e>Romney</e> is the <a>epitome of a contradiction</a>.,,_TEST_,,
1783, I always forget there are people who actually like <e>Mitt Romney</e>...,,_TEST_,,
1784, I never knew that <e>Mitt Romney</e>'s <a>tax returns</a> had Stealth Technology!,,_TEST_,,
1785, <e>DNC</e> Mocks <e>Romney</e> <a>Tax Plan</a> With Web Trick http://t.co/059oaW39 #advertising #news,,_TEST_,,
1786, #<e>Romney</e>'s a great salesman. His last #<a>debate</a> 'victory' was based on <a>ability to falsify</a> with a convincing smile,,_TEST_,,
1787, Missing from <e>Romney</e>'s <a>tax plan</a>: Reality http://t.co/DscBo4jv via @FortuneMagazine,,_TEST_,,
1788, <e>Romney</e>'s <a>plan</a> can't create 12 million <a>jobs</a>. http://t.co/n8rdlPg3 #Romney #47percent,,_TEST_,,
1789, Read about <e>Romney</e>'s <a>tax plan</a> (chuckle) http://t.co/LA6OQVPw,,_TEST_,,
1790, <e>Americans</e> do not need <e>Mitt Romney</e>.Past decade of <a>irresponsible policies</a> lead the Country to disasters.Thousands of our best died in wars,,_TEST_,,
1791,I report all <e>Mitt Romney</e> stories/photos on my Facebook timeline as spam.,,_TEST_,,
1792, <e>Romney</e> will be a hands off <a>money pocketing</a> president he will do what's best for the interest of the already rich....,,_TEST_,,
1793, I fucking hate <e>Mitt Romney</e>.,,_TEST_,,
1794, If <e>Americans</e> actually <a>elect</a> <e>Romney</e> president <e>I</e> think we should stop talking to them until they've all been to the psychologist,,_TEST_,,
1795, <e>Mitt Romney</e>'s <a>Voucher Medicare Plan</a> Would Be Costly for Florida,,_TEST_,,
1796, <e>Romney</e> has NO <a>viable economic plan</a>,,_TEST_,,
1797, <e>Mitt Romney</e> Needs a Working Calculator - http://t.co/5rR84JgO http://t.co/awoLBNLg,,_TEST_,,
1798, Breaking News: <e>Romney</e>'s <a>tax plan</a> finally explained !! http://t.co/83hKol4T,,_TEST_,,
1799, Silly #<e>Romney</e> doesn't understand how <a>supporting his argument</a> works. @Upworthy http://t.co/B1THadVO,,_TEST_,,
1800, <e>Romney</e> Is Attacked by His Father's Longtime Aide http://t.co/d3oTviA9,,_TEST_,,
1801, The reason <e>I</e> truly dislike <e>Mitt Romney</e> is because of his views on gay rights and women's rights.,,_TEST_,,
1802, You can't trust a man who changes his programs with each <a>speaking engagement</a>! <e>Romney</e>: The Wong Man! #Fairfax #Florida #Ohio #Toledo #MO #NY,,_TEST_,,
1803," ""<e>Mitt Romney</e> is playing a game with <e>America</e>'s middle class. And we call that game Mittnopoly."" - Rep. Cotham announcing http://t.co/d4EG579W",,_TEST_,,
1804, <e>Romney</e>'s <a>plan</a> does not add up http://t.co/pv907cTW,,_TEST_,,
1805, Kinda keeping the same theme - <e>Mitt Romney</e> doesn't appear <a>competent</a> enough to run a bath,,_TEST_,,
1806, I really hope <e>Romney</e> loses,,_TEST_,,
1807, <e>Romney</e> WILL <a>make a big mistake</a> this evening,,_TEST_,,
1808, I am so tired of seeing <e>Mitt Romney</e>'s stupid face EVERYWHERE.,,_TEST_,,
1809, <e>Romney</e> Warned Against Pointing Fingers At Bush Administration After 9/11 Attacks http://t.co/2xpKZ34u via @thinkprogress,,_TEST_,,
1810, <e>Mitt Romney</e> had a 65% <a>DISAPPROVAL Rating</a> when he left as Massachusetts Governor. #Florida #Orlando #Tampa #Jacksonville #MO #VA #Virginia,,_TEST_,,
1811, @umairh I think your <a>question</a> can be manipulated by @<e>MittRomney</e> quite easily w/ flip-flops,,_TEST_,,
1812, <e>Mitt Romney</e> don't even know what his own <a>plan</a> is yet,,_TEST_,,
1813, Even tho I would NEVER <a>vote</a> for <e>Mitt Romney</e>,,_TEST_,,
1814, The owner of the company <e>I</e> work for is trying so hard to get me to vote #<e>Romney</e>. This man is out of his mind !,,_TEST_,,
1815, <e>Romney</e> taking away all our rights,,_TEST_,,
1816, it is sad. <e>i</e> wish someone would assassinate <e>Romney</e>,,_TEST_,,
1817, <e>Mitt Romney</e>'s <a>$5 plan</a> sucks. If he wins,,_TEST_,,
1818, I am afraid <e>Romney</e> is gonna win the <a>election</a>...we are fucked!,,_TEST_,,
1819," ""<e>Romney</e> Would Not Fund New Science and Math Standards"" http://t.co/SP5CpkAz #debate",,_TEST_,,
1820, If <e>Romney</e> get <a>elected</a> say goodbye to Jordans,,_TEST_,,
1821, I hate <e>Romney</e>. He's a professional <a>liar</a>.,,_TEST_,,
1822, <e>Romney</e>'s <a>Jobs Plan</a> Disintegrates On Inspection http://t.co/N4lNNpvm via @DishFeed,,_TEST_,,
1823, I wish @WillMcAvoyACN was hosting the <a>debate</a> tonight - maybe then we could get some substance and fact on the <e>Romney</e>/<e>Ryan</e> tax plan,,_TEST_,,
1824, <e>Mitt Romney</e> is such a joke.,,_TEST_,,
1825, <e>Romney</e> <a>economics</a> didn't work in MA and wouldn't D.C. http://t.co/2NbMITxx,,_TEST_,,
1826,"Ex-Reagan Adviser<e> Bruce Bartlett</e>: <e>Romney</e>'s <a>Tax Plan</a> Will Not Revive <a>The Economy<a> http://t.co/kk5O8z0G via @HuffPostBiz""",,_TEST_,,
1827,"Ugh"""" some guy at work is walking up and down the halls talking about how he's voting for Romney.""",,_TEST_,,
1828,"Woah... My class finally admitted that <e>Romney</e>was terrible last night. #BoutTime""""""",,_TEST_,,
1829,"Any Investor Who Watched <e>Mitt Romney</e>Answer This Question Would Short His Stock Immediately http://t.co/msh9nIcz via @bi_politics""""""",,_TEST_,,
1830,"How can I simultaneously pity and despise <e>Romney</e>? I feel bad for all the stupids"""" I just can't help my big heart. It feels so weird though!!""",,_TEST_,,
1831,"@Romneys_Binder In retrospect it makes a whole lot of sense that <e>Romney</e>'s best business investment was in Staples.""""""",,_TEST_,,
1832,"@chriscable18 @melodieneff1 if you watched any of the primary race you'd know that <e>Romney</e>has totally contradicted himself his whole campain""""""",,_TEST_,,
1833,"My followers are going in on <e>Mitt Romney</e>lol shits too funny!!!""""""",,_TEST_,,
1834,"@Shuraine how did I miss all of this? My TL was not listening last night. As soon as the debate started it was pure HATE for <e>Romney</e>.""""""",,_TEST_,,
1835,"What is <e>Romney</e>'s Real Plan GAWD. Ol Combative Ass. I Swear!""",,_TEST_,,
1836,"""@thenation: RT @emilysdouglas: Does <e>Mitt Romney</e>really want to get women to work? by @brycecovert http://t.co/CbTrAd1I""""""""""""""",,_TEST_,,
1837,"@realDonaldTrump: <e>Romney</e>at big debate disadvantage--he isn't a good with facts"""" or women's rights or gay rights or hispanic issues""",,_TEST_,,
1838,"So....what is this I'm hearing about <e>Romney</e>'s comment on single women"""" assault riffles etc? Judging by... http://t.co/RVeyPdrJ""",,_TEST_,,
1839,"@megynkelly  really in blinders if you don't see <e>Romney</e>also panders to more than just women!""""""",,_TEST_,,
1840,"<e>Romney</e>'s thinking """"""""Hmm...we're just one recession away from killing the min wage and paying China wages HERE!"""""""" #WheresTheVideo #tcot #p2""""""",,_TEST_,,
1841,"via @TheOnion - <e>Romney</e>To Town Hall Audience: 'I Own Horses And Care For Them"""" And You Are All Like Horses' http://t.co/psN3rU5l""",,_TEST_,,
1842,"i_Live_iLove: Everybody going be team <e>Romney</e>until he gets elected and y'all see his true colors and fuck all you dumb ass in the ass‚""",,_TEST_,,
1843,"@sareybooo I sobbed when <e>Mitt Romney</e>came into the room xD""",,_TEST_,,
1844,"Apparently wearing a bow tie means I'm voting for <e>Mitt Romney</e>. I'm a middle-class Hispanic-American and registered Democrat. Guess my vote.""",,_TEST_,,
1845,"<e>Romney</e>scares me: http://t.co/f5Z948zJ #BecauseHeIsATechnologyDinosaur""",,_TEST_,,
1846,"@Witty_Witticist @chaplinlives @MittRomney Whats sad <e>Romney</e>has lived off of ripping off peoples pensions and jobs. He needs to be in Jail!!""",,_TEST_,,
1847,"Idk bout yall but im votin <e>Romney</e>...*gives side eye baahahahahah""",,_TEST_,,
1848,"@edshow no one talking about Mitt pushing no tax on int & div income. That meanS <e>Romney</e>pays ZERO inc tax on his income. Sweet deal!""",,_TEST_,,
1849,"@ambrjet @LADowd <e>Romney</e>is for PRIVATE sector being unregulated left to pay #bindersfullofwomen LESS< men. Instead let's regulate EQUAL pay.""",,_TEST_,,
1850,"<e>Romney</e>'s 'Binders Full Of Women' Claim Empty http://t.co/K1dBEut0 via @HuffPostPol current poll 73% """"Gaffe"""" http://t.co/2BM09XMP""",,_TEST_,,
1851,"@laureezy13 lol you know you like <e>Romney</e>'s ugly self don't play""",,_TEST_,,
1852,"If you truly think <e>Mitt Romney</e>won that yesterday"" punch yourself in the throat.",,_TEST_,,
1853,"Oooh I could make <e>Mitt Romney</e>look like a bit of a tool. Oooh I could actually answer the fucking question.""",,_TEST_,,
1854,"<e>Romney</e>: Two parents"" not gun control will change ‚culture of violence‚ The Raw Story http://t.co/yL8jV1fm // So rude & stupid.",,_TEST_,,
1855,"I know I can't vote"" but if Romney wins this election I'm gonna go Chuck Norris on a bitch.",,_TEST_,,
1856,"The day after @Romney is trying to find out which way the political winds are blowing #weatherbain""",,_TEST_,,
1857,"<e>Romney</e>just looks shady.""",,_TEST_,,
1858,"<e>Mitt Romney</e>'s Condescending Views Toward Women: http://t.co/tjX6yw9Q via @truthteam2012""",,_TEST_,,
1859,"5-16-2014: Sec State Santorum: """"Find the bomb AND make roast? No man can do it!"""" Pres. <e>Romney</e>: """"No man""  yes. Get my binders.""",,_TEST_,,
1860,"This is rich"" coming from a gold-digging phoney. > Kerry: Romney ‚perpetrating a fraud on the American people‚HotAir http://t.co/39IZrCMF",,_TEST_,,
1861,"I wanted to watch the debate last night but my head hurt enough with the food poisoning. I doubt <e>Romney</e>-speak would make it better""",,_TEST_,,
1862,"<e>Mitt Romney</e>. I'm gonna take a hot steamy dump on your chest.""",,_TEST_,,
1863,"<e>Romney</e>drops the ball on <a>equal pay</a> http://t.co/oTPXz5R3""",,_TEST_,,
1864,"<e>Romney</e>'03 """"I Will Not Create Jobs That Kill People - That Plant Kills Ppl"""" http://t.co/6KP5JfkF @MittRomney '12 -Coal's Biggest Supporter?""",,_TEST_,,
1865,"Tearful <e>Mitt Romney</e>Announces He Has Rare Disease Where You Can't Sit Quietly On Stool When Repeatedly Asked To http://t.co/TqyIuPHc""",,_TEST_,,
1866,"'Binders full of women': a revealing remark from <e>Romney</e>"" or a sideshow?: 'Binders full of women' is already the ... http://t.co/cgIh8EZr",,_TEST_,,
1867,"Analysis: <e>Romney</e>whiffs on easy pitches http://t.co/ochBv9z1""",,_TEST_,,
1868,"Bitch I am a thesaurus!!! PUSSY = <e>Mitt Romney</e>"" Charlamagne Tha God Vagina Clit fish and love",,_TEST_,,
1869,"<e>Romney</e>et al's post-facto attempt to win the Libya exchange is growing more and more Constanzaesque.""",,_TEST_,,
1870,"@Thugpickles I heard if <e>Mitt Romney</e>wins he gonna take away food stamps If he do IMA start a riot. Did you make it out of second grade fool.""",,_TEST_,,
1871,"@EricRunner2011 <e>Romney</e>would let women leave work early so they have time to make dinner for their husbands.""",,_TEST_,,
1872,"<e>Romney</e>‚ Seven Biggest Debate Lies | The Nation http://t.co/lO8tBJIt""",,_TEST_,,
1873,"è@HeartBreakPolo: <e>Mitt Romney</e>was born rich. I can't vote for a nigga that never ate ramen noodles """,,_TEST_,,
1874,"Thanks to <e>Mitt Romney</e>""  ""Binders of women"" is the new ""stacks on stacks on stacks""...",,_TEST_,,
1875,"<e>Romney</e>has lots of secret sketchy plans and won't tell the American people what they are. #CampaignGimmicks #Nixon""",,_TEST_,,
