id,Annotated tweet,,classification,,,,,,,
1816,Where are the <a>job</a> <e>Obama</e> promice get your ass of Cyberspace and look for it !!,,_TEST_,,,,,,,
1817,@MSNBCRachel <e>Obama</e> <a>lied</a> about Rose Garden. So you lie too. Obama will not win,,_TEST_,,,,,,,
1818,<e>Life</e> would be <a>easier</a> if Romney and Obama just played The Hunger Games instead.,,_TEST_,,,,,,,
1819,<e>I</e> <a>don't</a> <a>like</a> the sound of Obama's <a>voice</a> & I don't trust Romney's face,,_TEST_,,,,,,,
1820,@DRUDGE_REPORT Candy was prejudiced and gave Obama more time. <e>I</e> am <a>disgusted</a> with Obama and had to turn TV on mute ratherthan hear him.,,_TEST_,,,,,,,
1821,However reading all these Obama and Romney <e>tweets</e> is making me feel very <a>sleepy</a> again #debate,,_TEST_,,,,,,,
1822,"<e>Obama</e> is like Jibbs and J-Kwon's rap <a>careers,</a> non existent.",,_TEST_,,,,,,,
1823,"Obama told <e>Candy</e> when to cut Romney off. What's up with that? (Oh,was he supposed to keep it under wraps that she listens to him?) <a>#NotFair</a>",,_TEST_,,,,,,,
1824,@5hannnnnon: Omg people calm down I'm not racist. <e>I</e> just <a>hate</a> <a>Obama.damn</a>,,_TEST_,,,,,,,
1825,"@AnnahNigma <e>she</e> was disgusting, apologetic and obviously <a>biased</a> to the president. Notice how Obama channeled many of Romney's points?",,_TEST_,,,,,,,
1826,"@Rev_Xavier President <e>Obama</e> was an adult. Romney was like a spoiled teen, caught sneaking back into the house at 2am. <a>Lie,</a> <a>trick,</a> <a>interupt.</a>",,_TEST_,,,,,,,
1827,"Saapegato!  RT @realDonaldTrump: Obama better than last time, but again, <e>@MittRomney</e> <a>wins.</a> Good night.",,_TEST_,,,,,,,
1828,"This was a <a>win</a> for <e>Romney.</e> Obama had to make it a decisive win...and he failed, a mirror of his term.",,_TEST_,,,,,,,
1829,<e>Fuck</e> <a>Obama</a> #romney,,_TEST_,,,,,,,
1830,You are voting for Obama because you have no brain. Stop following the crowd and visit the candidate's <e>websites.</e> Still <a>like</a> him? Fine.,,_TEST_,,,,,,,
1831,If <e>#Obama</e> <a>doesn't</a> <a>win</a> I think I'll have to move to another country or even an Island somewhere,,_TEST_,,,,,,,
1832,<e>#Obama</e> <a>lied</a> and he will sleep peacefully tonight. Not surprised. No character.,,_TEST_,,,,,,,
1833,It's possible that <e>Obama</e> could get a <a>bounce</a> from the positive media reaction rather than the debate itself,,_TEST_,,,,,,,
1834,"It's annoying how <a>rude</a> <e>Obama</e> is. Always interrupting, he can not look at Romney when speaking to or at him. He has a condescending attitude.",,_TEST_,,,,,,,
1835,<e>Obama</e> has No credibility on growing the <a>economy.</a>  He has failed and needs to go.  The economy is growing slower than when he took office,,_TEST_,,,,,,,
1836,@KarlRove Obama caught in lie about Libya and offered no plan for the next 4 years. <e>Romney</e> <a>wins</a> on truthfulness,,_TEST_,,,,,,,
1837,We heard a lot of <a>lies</a> from <e>Obama</e> once again and some great strong facts from Romney... http://t.co/LciZLwNo,,_TEST_,,,,,,,
1838,Since 2008 I think Facebook has made more <a>changes</a> than <e>Obama</e> has,,_TEST_,,,,,,,
1839,...... RT @Olivi_uhh: Sweet Christian Mitt Romney > <a>Ignorant</a> Muslim <e>Obama</e>,,_TEST_,,,,,,,
1840,"@realDonaldTrump: Obama better than last time, but again, <e>@MittRomney</e> <a>wins.</a> Good night. #debate His old ass can go eat a dick",,_TEST_,,,,,,,
1841,@5hannnnnon: <e>Obama</e> shut up you nigger. u're a <a>liar.</a> Your brother lives in Kenya where you were born. #Romney2012 ..man,,_TEST_,,,,,,,
1842,"<e>Romney</e> <a>right,</a> Obama and water-carrier Crowley wrong on 'act of terror' claim http://t.co/YZ9oYxye",,_TEST_,,,,,,,
1843," Why <e>Obama</e> fails at <a>diplomacy</a> http://t.co/oPajfRws h/t @JedediahBila""",,_TEST_,,,,,,,
1844," President <e>Obama</e>: Aƒ??Shifty"" Adroit and Selfish Logotheteƒ? ƒ?? Patriot Update: http://t.co/CGqXBDqC",,_TEST_,,,,,,,
1845," The second I hear.. """"I'm <e>Barack Obama</e> & I approve this message"""".... I change the channel.""",,_TEST_,,,,,,,
1846," With <a>Gas Prices</a> at Record Levels <e>Obama</e> <a>Cuts Off Drilling</a> in Half of Alaskaƒ??s National Petroleum Reserve http://t.co/NiwWYEkP""",,_TEST_,,,,,,,
1847," <e>Leftists</e> are up in arms over 170 <a>jobs being cut</a> at #Sensata. They cheered when over 100K <a>jobs were killed</a> when <e>Obama</e> blocked Keystone.""",,_TEST_,,,,,,,
1848," Y is @Darrellissa holding off hearings until after the election? This isn't politics: 4 Americans died! #<e>Obama</e> & <e>Clinton</e> deliberately <a>LIED</a>!""",,_TEST_,,,,,,,
1849," My sister got invited to go trick or treating at the White House"" but she doesn't wanna go because she doesn't like <e>Obama</e> ????",,_TEST_,,,,,,,
1850," @GibsonRadio #<a>Lybiacoverup</a>; <e>Obama</e> gets another pass on failure. #<e>Obama</e>theTeflonpresident""",,_TEST_,,,,,,,
1851," Really? First Lady Claims <e>Obama</e> Created ƒ??Huge <a>Recovery</a>ƒ??: ƒ? ƒ?? weƒ??re headed in the right direction. And when you s... http://t.co/1YMYdCc6""",,_TEST_,,,,,,,
1852," <e>Obama</e> should adjust his <a>campaign slogan</a> to """"Once you go black you never go back""""""",,_TEST_,,,,,,,
1853," Coal Miners Take <e>Obama</e> to Task over <a>False Advertising</a> -- http://t.co/qeoY2Bl1""",,_TEST_,,,,,,,
1854," @nytimesIt's scary"" how much the New York Times is in the tank for <e>Obama</e> over <a>Libya</a>Read more: http://t.co/eaFVogC9",,_TEST_,,,,,,,
1855," #Things<e>Obama</e>VotersBelieve - Anything the <e>Obama</e> campaign tells them to believe.""",,_TEST_,,,,,,,
1856," @SpeakerBoehner @AEI the fact that people need to know"" if <e>Obama</e> <a>keeps his job</a> you may lose yours Americans!",,_TEST_,,,,,,,
1857," @NickG136 So far"" Pres. <e>Obama</e> is a <a>fascist</a> <a>communist</a> <a>anarchist</a> <a>marxist</a> <a>lenonist</a> <a>socialist</a>"" <a>muslim</a> and """"<a>THE ANT-CHRIST</a>""""- what a man!""",,_TEST_,,,,,,,
1858," They're DOOMED! Andrew Sullivan: <e>Obama</e> Still <a>Declining</a>"" Biden Didnƒ??t Help http://t.co/tQe5ioXQ via @theblaze",,_TEST_,,,,,,,
1859," The collapse of the <e>Obama</e> <a>foreign policy</a> continues. What a sad thing to happen. #tcot #RomneyRyan2012 http://t.co/MyOo8TJi""",,_TEST_,,,,,,,
1860," <e>Obama</e> <a>Campaign</a> Plummets Faster than the Speed of Sound and Spins Out of Control - YouTube http://t.co/nlVcryiv""",,_TEST_,,,,,,,
1861," It's scary"" how much the New York Times is in the tank for Obama over Libya | Fox News http://t.co/lfg36X2o via @fxnopinion",,_TEST_,,,,,,,
1862," [Forbes] Anti-<e>Obama</e> Billionaires http://t.co/SMlYxbgi""",,_TEST_,,,,,,,
1863," Questions on <e>Obama</e>ƒ??s <a>Middle East Policy</a> http://t.co/urVyAkbA via@ACLJWHAT POLICY""THATS THE BIG PROBLEM ! THERE IS NONE.MIDDLE EAST SHOWS IT",,_TEST_,,,,,,,
1864," @SpeakerBoehner @AEI Mr <e>Obama</e> continues to change the number so business are not hiring until they know what <a>taxes</a>.""",,_TEST_,,,,,,,
1865," I wonder how many times #<e>Obama</e> and #Mooschell's vote counted. 1=1000 if you use Farakhan math.""",,_TEST_,,,,,,,
1866," I wonder how many more captioned <e>Obama</e>/TV <a>sitcom pictures</a> ill see today!""",,_TEST_,,,,,,,
1867," <e>Obama</e> Had Promised To <a>Cut The Deficit</a> in Half During His 1st Term"" Barack Only Added To The Deficit By 6 Trillion.  @barackobama #Liar",,_TEST_,,,,,,,
1868," [Article] Mother of American Killed in Benghazi on <e>Obama</e> <a>Administration</a>: 'Outright <a>Lies</a>' #hannity #cspan2012 - http://t.co/PqsUtWz0""",,_TEST_,,,,,,,
1869," Long-term <a>unemployed</a> from 2.7 million to 5.2 million since #<e>Obama</e> became president.#PA #NH #OH #IA #WI #VA #FL #NC #CO #MO #NV #MI #DEMS""",,_TEST_,,,,,,,
1870," @Lis_Smith Oh Liz"" give it up. Republican enthusiasm is huge. <e>Obama</e> supporters are flailing.",,_TEST_,,,,,,,
1871," @MaddowBlog:  Stop your desperation & turn your <a>efforts</a> to something else"" <e>Obama</e> has already lost this race.",,_TEST_,,,,,,,
1872," @Rockprincess818 Helped by Candi who chooses which questions from the audience to ask. I have read that ques. were leaked to <e>Obama</e> camp.""",,_TEST_,,,,,,,
1873," @BlackConser2012 I am white with alot of black blood relatives I'm not a hater but I don't trust <e>Obama</e> or respect him never have""",,_TEST_,,,,,,,
1874," Failed #<e>Obama</e> approach to making <a>foreigners love us</a> projects weakness"" opens door to <a>jihad</a> http://t.co/zx1XI7q4 #buckeyes #vagov",,_TEST_,,,,,,,
1875," <e>Michelle Obama</e> wants people to convince """"the knuckleheads"""" in their lives to <a>vote for her husband</a>:  http://t.co/mESTMj1c via @POLITICO""",,_TEST_,,,,,,,
1876," <e>Obama</e>"" you're not helping your case when you spam me with thirty emails everyday.",,_TEST_,,,,,,,
1877," <e>Obama supporters</e> must like being degraded - the Obama's and their camp call them names all the time and they're still too blind to see it.""",,_TEST_,,,,,,,
1878," @thinkprogress Why wouldnt they? The <e>Obama campaign</e> <a>dropped the ball</a>. You exploit your opponents weaknesses.""",,_TEST_,,,,,,,
1879," ???????????????? <e>Obama</e> is a gay Martian #ColbertReport""",,_TEST_,,,,,,,
1880," @Barack<e>Obama</e> fuck u <e>Obama</e> and fuck your people""",,_TEST_,,,,,,,
1881," Darrell Issa Makes Life Difficult for <e>Obama</e> : The New Yorker http://t.co/f5n171vt via @NewYorker""",,_TEST_,,,,,,,
1882," @beth_beatty  Thank you I also love it...Many Amish in my neighborhood ..great people..No farmers want <e>Obama</e>""",,_TEST_,,,,,,,
1883," @richardmourdock supporters watching #INSen debate. Hoosiers say No to <e>Obama</e> Joe Donnelly's FAILED agenda #tcot #RedIN http://t.co/nrTGWijY""",,_TEST_,,,,,,,
1884," Barack <e>Obama</e> is a #gaystronaut""",,_TEST_,,,,,,,
1885," Birther Report: <e>Obama</e> Release Your <a>Records</a> ""more  of his LIES 10/15/12From: noreply@blogger.com",,_TEST_,,,,,,,
1886," <e>Obama</e> aint <a>wining</a> this election""",,_TEST_,,,,,,,
1887," CBS: <e>Obama</e> Admin. Declined To Provide A Spokesman To Talk About <a>Libya</a> - White House Spokesperson - Fox Nation http://t.co/aLQuLMQi will do""",,_TEST_,,,,,,,
1888," @georgesmith1712 @seanhannity <e>Obama</e> wants the <a>job</a>"" actually likes the <a>job</a> and all it's perks.  He just down't like doing the <a>job</a>!",,_TEST_,,,,,,,
1889," #Romney on CNN: <e>Obama</e> camp &quot;<a>deceptive</a> and <a>dishonest</a>&quot; about his years with Bain http://t.co/s0QURjLi #1Dminchiafacts""",,_TEST_,,,,,,,
1890," <e>Obama</e> camp uses guilt in <a>fundraiser email</a> - Steve Friess - http://t.co/61EOU825: http://t.co/g6Warda5 via @POLITICO""",,_TEST_,,,,,,,
1891," @afrommi @erinburnett <a>unemployment</a> is higher than when <e>Obama</e> took office. He promised <a>unemployment</a> under 6% or one term proposition for him.""",,_TEST_,,,,,,,
1892," Red State - <e>Obama</e> Imperils Another Potential Ally:      http://t.co/fQnyvtBA""",,_TEST_,,,,,,,
1893," A little concerned <e>Obama</e> is going to overcompensate tomorrow and wear one of those """"Fuck You"""" You Fuckin' Fuck"""" t-shirts""",,_TEST_,,,,,,,
1894," Why <e>Obama</e>'s in this Hole and How He Can Get Out (Atlantic Politics Channel): Share With Friends:  |  | Top News ... http://t.co/N0MrxtbO""",,_TEST_,,,,,,,
1895," <a>Anti-Business</a> <e>Obama</e>?Wynn's Profit Growth 81% During <e>Obama</e> Term-Caught on Tape! - http://t.co/NjBlQCec  On Forbes fastest growing co. list.""",,_TEST_,,,,,,,
1896," <e>Obama</e> is so <a>weak</a>"" macho Latinos only support him by 44 points http://t.co/pgEtH7pv #2012",,_TEST_,,,,,,,
1897," """"@StevenErtelt: From 2008"""" but still true today: Barack <e>Obama</e>ƒ??s <a>Abortion Extremism</a> Makes Him the Most Pro-Abortion Ever."""" disgusting nd evil""",,_TEST_,,,,,,,
1898," @GovGaryJohnson I rather enjoyed telling a political survey caller"" when asked if I was supporting <e>Obama</e> that no I was voting for you!",,_TEST_,,,,,,,
1899," Checking out """"<e>Obama</e> No Friend Of Israel........"""" on Patriot Action Network: http://t.co/lox6zAQo""",,_TEST_,,,,,,,
1900," Proof of <e>Obama</e>'s <a>incompetence</a>. Seeing is believing. RT. http://t.co/EKTftlsk""",,_TEST_,,,,,,,
1901," Consumer <a>spending</a> up....."" Why? Not because <e>Obama</e> is doing such a great<a> job</a>.... Higher <a>gas prices</a> Why even report this",,_TEST_,,,,,,,
1902," Aston PA | <e>Obama</e> lies during 4th year: <a>Lies</a> During Fourth Yearƒ??We got back every dime we used to rescue the fina... http://t.co/Rw8lZtU8""",,_TEST_,,,,,,,
1903," @CLANSON >L<a>lying</a> is the default option with this <e>Obama</e> & <a>his admin</a>!""",,_TEST_,,,,,,,
1904," @CaptYonah Then when all is said and done"" they vote for <e>Obama</e> and don't get their American Dream...they get a rock! #Nobama",,_TEST_,,,,,,,
1905," Israeli Politician: <e>Obama</e> No Friend Of Israel http://t.co/l3eulmZy via @WestJournalism""",,_TEST_,,,,,,,
1906," Black People For <e>Obama</e>: African-American Support For <e>Obama</e> Called Prejudice"" Blind Loyalty http://t.co/3HdIPFNd via @BlackVoices",,_TEST_,,,,,,,
1907," An undecided voter is someone who voted for <e>Obama</e> in '08 and is slowly realizing the hope and change he promised wasn't good for America!""",,_TEST_,,,,,,,
1908," @Mason8777 @zite desperate <e>Obama</e> supporters are <a>fabricating</a> support among members of the Armed Servicesreal facts:http://t.co/aXv442PY""",,_TEST_,,,,,,,
1909," voting 4Democrats is like putting a gun to your head on the trigger before you go to <e>Obama</e>'s healthcare death  panel for a serious operation""",,_TEST_,,,,,,,
1910," Doug Ross @ Journal: A SINGLE DEVASTATING GRAPH: The Real <e>Obama</e> <a>Jobs Record</a> http://t.co/jn7cU5TV via @directorblue""",,_TEST_,,,,,,,
1911," Clinton announcement tonight is indicative of how worried the <e>Obama</e> Administration is about #<a>Libya topic</a> coming up at tomorrow's debate.""",,_TEST_,,,,,,,
1912, @GarryBroussard @CBlackTX I agree <e>Obama</e> needs to go  but replacing him with ANOTHER special interest-owned political puppet won't help.               ,,_TEST_,,,,,,,
1913, Pres. debate: <e>Obama</e> spent time talking about how he was going to <a>bring change</a>  or how he was going to. Four years and we're still waiting...              ,,_TEST_,,,,,,,
1914, @mediaite Why does <e>Obama</e> insist the the Military requests 2Billion in <a>aid</a>?  Shouldn't the Sec of Def have a handle on that? ...                           ,,_TEST_,,,,,,,
1915, Only fools will vote for Barrack Obama..                           ,,_TEST_,,,,,,,
1916, @fmg223 I RT b/c of amusement  but not really Obama didn't have a great <a>debate</a> he lost his 'smooth' and came off as a irritable teen      ,,_TEST_,,,,,,,
1917, @JedediahBila @Varneyco Yet <e>Obama</e> was quoting Ohios new <a>oil</a> finds like he thinks its gr8t  and supports it when stats speeches show opposite                  ,,_TEST_,,,,,,,
1918," Warn Act: defense contractors r 2 give 60day <a>layoff warning</a>."" Notes 2 b given 4days b4 elect. Obama: ignore the law. Feds will repay fines.                           ",,_TEST_,,,,,,,
1919, .@DavidLimbaugh @EWErickson Let's assume Obama's right: <e>Obama</e> Accuses Planned Parenthood of <a>Violating Federal Law</a>. http://t.co/RKMYAk7Q ‰Û_                           ,,_TEST_,,,,,,,
1920, Even NARAL didn't oppose the Born Alive Infants Protection Act. But <e>Obama</e> did                           ,,_TEST_,,,,,,,
1921, @Oaklandgirl1 @Jake_Fussell No  the Intelligence Community found him and the Navy Seals killed him. <e>Obama</e> sat on his ass as usual.        ,,_TEST_,,,,,,,
1922, ‰ÛÏ@charliespiering: Obama: We don't have to collect a bunch of binders to find talented women right now‰ÛHe's clueless about binders                           ,,_TEST_,,,,,,,
1923, http://t.co/lIxJCnbo @beautyisdabeast @BeautyVibration @deepscar88 @HappyDrew <e>Obama</e> isn't working and Americans need to start working.                           ,,_TEST_,,,,,,,
1924," ""I wanna build on that."" said <e>Obama</e>. Well  when are you going to start building?                   ",,_TEST_,,,,,,,
1925, @RepLouBarletta Yes we need to stop the #Obama #WarOnCoal  we need inexpensive plentiful fuel to produce electric. Also employes many in #PA             ,,_TEST_,,,,,,,
1926, Still haven't heard <e>Obama</e> tell us exactly what he plans to do in his 2nd term. I guess if you have no record to run on. #failingagenda                           ,,_TEST_,,,,,,,
1927, @LouDagNYC There are 2 ladies I don't pay much attention to: Mrs. <e>Obama</e> and Sandra Fluke-but I feel sorry 4 Mrs. O married to that egotist                           ,,_TEST_,,,,,,,
1928, @keithboykin ...........but <e>Obama</e> undoubtedly lost.                           ,,_TEST_,,,,,,,
1929, <e>Obama</e> falsely claims <a>Planned Parenthood provides mammograms</a> http://t.co/dJApxF3n #tcot #abortion #prolife                           ,,_TEST_,,,,,,,
1930, Don't see how people can like <e>Obama</e>                           ,,_TEST_,,,,,,,
